"Timestamp","Which year are you in?","How are you feeling right now?","On a scale of 1-100, how would you express this feeling?","Gender","Age","Your location ?","Relationship status","Are you happy with your financial state?","How much have you succeeded to cope up with the environment of your educational institution?","Understanding with your family members?","Are you feeling pressure in your study or work right now?","Are you satisfied with your academic result?","Are you happy with your living place?","Who supports you when you are not succeeding in your academic life?","Have you used any social media within the last 6 hours?","Do you have inferiority complex? ","Are you satisfied with your meal today?","Are you feeling sick/health issues today?","Have you done any recreational activity (sports, gaming, hobby etc.) today?","How long did you sleep last night?(in hours)"
"2021/01/30 11:50:37 PM GMT+6","4th year","Good","88","Male","23","Home","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/30 11:50:39 PM GMT+6","4th year","Bad","25","Male","23","Playground","Single","No","1","Bad","Yes","Yes","No","Friends","Yes","Yes","Neutral","No","Yes","3"
"2021/01/30 11:50:41 PM GMT+6","4th year","Normal","54","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Family","Yes","No","Yes","Yes","No","7"
"2021/01/30 11:50:43 PM GMT+6","4th year","Very good","92","Male","23","Hall-Mess","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/30 11:50:48 PM GMT+6","4th year","Bad","40","Male","23","Playground","Single","No","2","Bad","Yes","Yes","No","Friends","Yes","No","Yes","No","Yes","5"
"2021/01/30 11:50:50 PM GMT+6","4th year","Very good","100","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","9"
"2021/01/30 11:50:52 PM GMT+6","4th year","Bad","38","Male","23","Hall-Mess","Single","Yes","3","Good","Yes","No","No","Friends","Yes","Maybe","No","No","Yes","7"
"2021/01/30 11:50:54 PM GMT+6","4th year","Good","82","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/30 11:50:56 PM GMT+6","4th year","Very good","93","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/30 11:50:58 PM GMT+6","4th year","Normal","52","Male","23","Department","Single","Yes","3","Good","Yes","No","Yes","Friends","Yes","Maybe","Neutral","Yes","No","7"
"2021/01/30 11:51:00 PM GMT+6","4th year","Bad","30","Male","23","Hall-Mess","Single","Yes","3","Normal","Yes","Yes","Yes","Friends","Yes","Yes","Yes","No","No","7"
"2021/01/30 11:51:07 PM GMT+6","4th year","Bad","30","Male","23","Playground","Single","Yes","2","Normal","Yes","Yes","No","Family","Yes","Yes","No","Yes","No","5"
"2021/01/30 11:51:10 PM GMT+6","4th year","Normal","63","Male","23","Hall-Mess","Single","No","4","Normal","Yes","No","No","Family","Yes","No","Yes","Yes","No","8"
"2021/01/30 11:51:15 PM GMT+6","4th year","Bad","33","Male","23","Home","Single","No","2","Good","Yes","Yes","No","Family","Yes","No","No","No","Yes","3"
"2021/01/30 11:51:20 PM GMT+6","4th year","Good","89","Male","23","Hall-Mess","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 11:51:25 PM GMT+6","4th year","Good","72","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 11:51:27 PM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 11:51:30 PM GMT+6","4th year","Normal","51","Male","23","Hall-Mess","Single","No","3","Good","No","No","No","Friends","Yes","No","Neutral","Yes","Yes","8"
"2021/01/30 11:51:31 PM GMT+6","4th year","Very bad","7","Male","23","Department","Single","Yes","1","Good","Yes","No","Yes","Friends","Yes","No","Yes","Yes","No","4"
"2021/01/30 11:51:36 PM GMT+6","4th year","Bad","20","Male","23","Home","Single","No","1","Good","Yes","No","No","Family","Yes","Yes","No","Yes","Yes","7"
"2021/01/30 11:51:41 PM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:51:47 PM GMT+6","4th year","Good","76","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/30 11:51:48 PM GMT+6","4th year","Very bad","16","Male","23","Department","Single","No","2","Normal","Yes","Yes","Yes","Friends","Yes","Yes","No","Yes","Yes","5"
"2021/01/30 11:51:50 PM GMT+6","4th year","Very good","93","Male","23","Hall-Mess","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:51:52 PM GMT+6","4th year","Bad","41","Male","23","Playground","Single","Yes","1","Good","Yes","Yes","Yes","Friends","Yes","Maybe","No","No","Yes","4"
"2021/01/30 11:51:55 PM GMT+6","4th year","Good","89","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/30 11:52:00 PM GMT+6","4th year","Normal","60","Male","23","Playground","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","Maybe","Neutral","No","No","7"
"2021/01/30 11:52:05 PM GMT+6","4th year","Bad","27","Male","23","Department","Single","No","1","Bad","Yes","Yes","Yes","Friends","Yes","Maybe","No","Yes","Yes","5"
"2021/01/30 11:52:10 PM GMT+6","4th year","Very good","93","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/30 11:52:12 PM GMT+6","4th year","Bad","41","Male","23","Department","Single","No","3","Normal","Yes","Yes","No","Friends","Yes","No","Neutral","No","Yes","4"
"2021/01/30 11:52:14 PM GMT+6","4th year","Very good","96","Male","23","Home","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","9"
"2021/01/30 11:52:16 PM GMT+6","4th year","Very good","96","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 11:52:21 PM GMT+6","4th year","Normal","64","Male","23","Department","Single","No","5","Good","No","Yes","No","Family","Yes","No","Neutral","No","No","6"
"2021/01/30 11:52:23 PM GMT+6","4th year","Good","84","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 11:52:25 PM GMT+6","4th year","Normal","61","Male","23","Department","Single","No","4","Normal","No","Yes","Yes","Family","Yes","Maybe","Yes","Yes","Yes","6"
"2021/01/30 11:52:27 PM GMT+6","4th year","Good","83","Male","23","Home","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/30 11:52:32 PM GMT+6","4th year","Bad","47","Male","23","Hall-Mess","Single","Yes","2","Normal","Yes","No","Yes","Friends","Yes","No","Neutral","No","Yes","4"
"2021/01/30 11:52:34 PM GMT+6","4th year","Good","78","Male","23","Home","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:52:39 PM GMT+6","4th year","Bad","37","Male","23","Department","Single","Yes","2","Normal","Yes","No","No","Family","Yes","No","No","Yes","No","6"
"2021/01/30 11:52:44 PM GMT+6","4th year","Bad","44","Male","23","Playground","Single","No","3","Bad","Yes","Yes","Yes","Family","Yes","Yes","Yes","Yes","No","7"
"2021/01/30 11:52:46 PM GMT+6","4th year","Bad","33","Male","23","Department","Single","No","3","Good","Yes","No","No","Family","Yes","Maybe","No","No","No","6"
"2021/01/30 11:52:48 PM GMT+6","4th year","Very good","94","Male","23","Home","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/30 11:52:50 PM GMT+6","4th year","Bad","47","Male","23","Playground","Single","Yes","3","Bad","Yes","Yes","Yes","Family","Yes","Yes","No","Yes","Yes","3"
"2021/01/30 11:52:55 PM GMT+6","4th year","Bad","33","Male","23","Department","Single","Yes","2","Bad","Yes","No","No","Family","Yes","No","No","No","Yes","4"
"2021/01/30 11:52:57 PM GMT+6","4th year","Bad","28","Male","23","Department","Single","Yes","2","Bad","Yes","No","No","Family","Yes","Maybe","Neutral","No","No","3"
"2021/01/30 11:52:59 PM GMT+6","4th year","Good","78","Male","23","Playground","Single","Yes","5","Good","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/30 11:53:01 PM GMT+6","4th year","Very bad","18","Male","23","Department","Single","Yes","2","Bad","Yes","Yes","No","Family","Yes","No","No","No","No","5"
"2021/01/30 11:53:03 PM GMT+6","4th year","Very good","94","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/30 11:53:08 PM GMT+6","4th year","Very bad","5","Male","23","Department","Single","No","1","Normal","Yes","Yes","Yes","Friends","Yes","Yes","Yes","No","No","5"
"2021/01/30 11:53:13 PM GMT+6","4th year","Good","74","Male","23","Playground","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/30 11:53:15 PM GMT+6","4th year","Very good","91","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/30 11:53:20 PM GMT+6","4th year","Good","77","Male","23","Playground","Single","Yes","4","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/30 11:53:22 PM GMT+6","4th year","Good","84","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/30 11:53:27 PM GMT+6","4th year","Bad","22","Male","23","Playground","Single","No","3","Bad","Yes","Yes","Yes","Family","Yes","Yes","Yes","No","No","5"
"2021/01/30 11:53:32 PM GMT+6","4th year","Very bad","7","Male","23","Home","Single","No","1","Bad","Yes","No","No","Family","Yes","Yes","Yes","No","No","4"
"2021/01/30 11:53:37 PM GMT+6","4th year","Good","78","Male","23","Home","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/30 11:53:39 PM GMT+6","4th year","Very bad","14","Male","23","Department","Single","Yes","2","Good","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","No","No","7"
"2021/01/30 11:53:41 PM GMT+6","4th year","Very bad","8","Male","23","Playground","Single","No","3","Bad","Yes","No","No","Friends","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/30 11:53:43 PM GMT+6","4th year","Very good","97","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:53:48 PM GMT+6","4th year","Good","76","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/30 11:53:53 PM GMT+6","4th year","Very good","99","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 11:53:55 PM GMT+6","4th year","Very good","91","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/30 11:54:00 PM GMT+6","4th year","Bad","35","Male","23","Hall-Mess","Single","No","1","Good","Yes","No","Yes","Friends","Yes","No","Yes","Yes","No","7"
"2021/01/30 11:54:05 PM GMT+6","4th year","Normal","66","Male","23","Playground","Single","Yes","5","Normal","Yes","No","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","6"
"2021/01/30 11:54:10 PM GMT+6","4th year","Bad","44","Male","23","Playground","Single","Yes","3","Good","Yes","No","No","Family","Yes","Yes","No","No","No","7"
"2021/01/30 11:54:12 PM GMT+6","4th year","Very bad","19","Male","23","Home","Single","No","1","Good","Yes","No","No","Family","Yes","No","Neutral","Yes","No","4"
"2021/01/30 11:54:17 PM GMT+6","4th year","Bad","43","Male","23","Playground","Single","Yes","1","Normal","Yes","Yes","Yes","Family","Yes","Maybe","Neutral","Yes","Yes","7"
"2021/01/30 11:54:23 PM GMT+6","4th year","Good","73","Male","23","Hall-Mess","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","No","7"
"2021/01/30 11:54:28 PM GMT+6","4th year","Very good","95","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/30 11:54:33 PM GMT+6","4th year","Normal","65","Male","23","Hall-Mess","Single","No","5","Normal","No","Yes","Yes","Friends","Yes","Maybe","Neutral","No","No","8"
"2021/01/30 11:54:35 PM GMT+6","4th year","Very good","94","Male","23","Playground","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/30 11:54:40 PM GMT+6","4th year","Very good","97","Male","23","Department","Single","Yes","4","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 11:54:42 PM GMT+6","4th year","Good","79","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","7"
"2021/01/30 11:54:47 PM GMT+6","4th year","Normal","67","Male","23","Playground","Single","No","4","Normal","No","No","Yes","Friends","Yes","No","Neutral","Yes","No","6"
"2021/01/30 11:54:49 PM GMT+6","4th year","Very bad","11","Male","23","Hall-Mess","Single","No","2","Normal","Yes","No","No","Family","Yes","Yes","Neutral","No","No","7"
"2021/01/30 11:54:54 PM GMT+6","4th year","Good","83","Male","23","Home","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/30 11:54:56 PM GMT+6","4th year","Normal","52","Male","23","Playground","Single","No","4","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/30 11:55:01 PM GMT+6","4th year","Bad","25","Male","23","Department","Single","Yes","1","Bad","Yes","No","No","Friends","Yes","Maybe","Yes","Yes","No","6"
"2021/01/30 11:55:06 PM GMT+6","4th year","Good","82","Male","23","Home","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","Yes","9"
"2021/01/30 11:55:11 PM GMT+6","4th year","Very bad","13","Male","23","Playground","Single","Yes","3","Bad","Yes","Yes","Yes","Friends","Yes","Maybe","No","Yes","No","4"
"2021/01/30 11:55:13 PM GMT+6","4th year","Very bad","3","Male","23","Department","Single","No","2","Normal","Yes","No","Yes","Friends","Yes","No","No","Yes","Yes","5"
"2021/01/30 11:55:18 PM GMT+6","4th year","Very bad","5","Male","23","Home","Single","No","1","Good","Yes","Yes","No","Friends","Yes","No","Neutral","Yes","No","4"
"2021/01/30 11:55:23 PM GMT+6","4th year","Very good","95","Male","23","Playground","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","10"
"2021/01/30 11:55:28 PM GMT+6","4th year","Very bad","14","Male","23","Department","Single","Yes","2","Bad","Yes","Yes","Yes","Family","Yes","Yes","Neutral","Yes","Yes","3"
"2021/01/30 11:55:30 PM GMT+6","4th year","Normal","53","Male","23","Department","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","6"
"2021/01/30 11:55:35 PM GMT+6","4th year","Very good","90","Male","23","Playground","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Neutral","No","No","10"
"2021/01/30 11:55:40 PM GMT+6","4th year","Bad","46","Male","23","Department","Single","Yes","1","Normal","Yes","No","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/30 11:55:42 PM GMT+6","4th year","Bad","34","Male","23","Department","Single","Yes","3","Good","Yes","No","Yes","Family","Yes","No","No","Yes","Yes","7"
"2021/01/30 11:55:44 PM GMT+6","4th year","Normal","58","Male","23","Department","Single","Yes","4","Normal","No","No","No","Family","Yes","Maybe","Neutral","Yes","Yes","7"
"2021/01/30 11:55:49 PM GMT+6","4th year","Good","84","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/30 11:55:54 PM GMT+6","4th year","Normal","65","Male","23","Home","Single","No","3","Normal","Yes","Yes","Yes","Family","Yes","Maybe","Yes","No","Yes","7"
"2021/01/30 11:55:59 PM GMT+6","4th year","Good","74","Male","23","Department","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","10"
"2021/01/30 11:56:04 PM GMT+6","4th year","Normal","51","Male","23","Department","Single","No","3","Normal","No","No","No","Friends","Yes","No","Yes","Yes","No","7"
"2021/01/30 11:56:09 PM GMT+6","4th year","Bad","30","Male","23","Department","Single","Yes","1","Good","Yes","No","Yes","Friends","Yes","No","Neutral","Yes","No","7"
"2021/01/30 11:56:11 PM GMT+6","4th year","Good","87","Male","23","Home","Single","Yes","4","Good","No","No","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/30 11:56:16 PM GMT+6","4th year","Good","82","Male","23","Playground","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:56:18 PM GMT+6","4th year","Normal","57","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Family","Yes","No","Yes","Yes","No","7"
"2021/01/30 11:56:23 PM GMT+6","4th year","Bad","32","Male","23","Playground","Single","No","2","Bad","Yes","Yes","No","Friends","Yes","No","No","Yes","No","7"
"2021/01/30 11:56:25 PM GMT+6","4th year","Good","70","Male","23","Hall-Mess","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/30 11:56:30 PM GMT+6","4th year","Normal","53","Male","23","Hall-Mess","Single","No","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/30 11:56:32 PM GMT+6","4th year","Very good","98","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/30 11:56:37 PM GMT+6","4th year","Bad","33","Male","23","Home","Single","No","3","Good","Yes","No","Yes","Friends","Yes","Yes","Neutral","Yes","No","7"
"2021/01/30 11:56:42 PM GMT+6","4th year","Normal","57","Male","23","Home","Single","No","5","Normal","Yes","No","No","Family","Yes","No","Yes","No","No","7"
"2021/01/30 11:56:47 PM GMT+6","4th year","Normal","70","Male","23","Home","Single","No","5","Good","No","Yes","No","Friends","Yes","No","Yes","Yes","No","6"
"2021/01/30 11:56:52 PM GMT+6","4th year","Normal","60","Male","23","Playground","Single","Yes","4","Normal","Yes","No","No","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:56:54 PM GMT+6","4th year","Bad","22","Male","23","Home","Single","Yes","2","Normal","Yes","No","Yes","Friends","Yes","Maybe","No","No","No","4"
"2021/01/30 11:57:01 PM GMT+6","4th year","Good","79","Male","23","Department","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","7"
"2021/01/30 11:57:04 PM GMT+6","4th year","Very good","96","Male","23","Home","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","No","8"
"2021/01/30 11:57:09 PM GMT+6","4th year","Good","75","Male","23","Home","Single","Yes","4","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:57:11 PM GMT+6","4th year","Good","73","Male","23","Playground","Single","Yes","5","Normal","No","No","Yes","Friends","Yes","No","Neutral","No","Yes","10"
"2021/01/30 11:57:14 PM GMT+6","4th year","Very good","100","Male","23","Playground","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","10"
"2021/01/30 11:57:19 PM GMT+6","4th year","Normal","66","Male","23","Home","Single","Yes","4","Good","Yes","Yes","Yes","Family","Yes","No","Neutral","No","Yes","7"
"2021/01/30 11:57:21 PM GMT+6","4th year","Very good","91","Male","23","Hall-Mess","Single","Yes","5","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/30 11:57:23 PM GMT+6","4th year","Very good","93","Male","23","Home","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Yes","No","Yes","8"
"2021/01/30 11:57:25 PM GMT+6","4th year","Normal","63","Male","23","Hall-Mess","Single","No","5","Normal","Yes","No","No","Family","Yes","Maybe","Yes","Yes","No","8"
"2021/01/30 11:57:30 PM GMT+6","4th year","Very good","94","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","Yes","10"
"2021/01/30 11:57:32 PM GMT+6","4th year","Very bad","8","Male","23","Playground","Single","Yes","3","Normal","Yes","Yes","No","Friends","Yes","Maybe","Yes","No","Yes","3"
"2021/01/30 11:57:37 PM GMT+6","4th year","Very bad","16","Male","23","Playground","Single","Yes","1","Bad","Yes","No","No","Family","Yes","No","Neutral","Yes","Yes","4"
"2021/01/30 11:57:39 PM GMT+6","4th year","Very good","93","Male","23","Home","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/30 11:57:41 PM GMT+6","4th year","Good","85","Male","23","Playground","Single","Yes","3","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","9"
"2021/01/30 11:57:43 PM GMT+6","4th year","Normal","57","Male","23","Hall-Mess","Single","Yes","4","Normal","Yes","No","No","Friends","Yes","No","Neutral","Yes","No","8"
"2021/01/30 11:57:48 PM GMT+6","4th year","Very bad","8","Male","23","Hall-Mess","Single","No","2","Bad","Yes","No","No","Friends","Yes","No","No","No","Yes","4"
"2021/01/30 11:57:53 PM GMT+6","4th year","Very bad","10","Male","23","Hall-Mess","Single","Yes","2","Normal","Yes","Yes","No","Family","Yes","Maybe","No","No","Yes","6"
"2021/01/30 11:57:55 PM GMT+6","4th year","Good","70","Male","23","Playground","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","9"
"2021/01/30 11:57:57 PM GMT+6","4th year","Bad","31","Male","23","Department","Single","No","3","Normal","Yes","No","No","Friends","Yes","No","Neutral","No","Yes","5"
"2021/01/30 11:57:59 PM GMT+6","4th year","Bad","48","Male","23","Playground","Single","No","2","Normal","Yes","No","No","Family","Yes","Yes","Yes","No","No","7"
"2021/01/30 11:58:04 PM GMT+6","4th year","Bad","47","Male","23","Playground","Single","No","1","Good","Yes","Yes","No","Family","Yes","No","Neutral","No","Yes","6"
"2021/01/30 11:58:06 PM GMT+6","4th year","Very bad","19","Male","23","Playground","Single","Yes","1","Normal","Yes","No","No","Friends","Yes","Yes","No","No","Yes","5"
"2021/01/30 11:58:08 PM GMT+6","4th year","Very bad","12","Male","23","Department","Single","No","1","Good","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","Yes","No","7"
"2021/01/30 11:58:10 PM GMT+6","4th year","Very good","99","Male","23","Hall-Mess","Single","Yes","3","Good","No","No","Yes","Family","Yes","No","Yes","No","No","8"
"2021/01/30 11:58:12 PM GMT+6","4th year","Bad","31","Male","23","Home","Single","Yes","2","Bad","Yes","Yes","Yes","Friends","Yes","Maybe","No","No","Yes","5"
"2021/01/30 11:58:17 PM GMT+6","4th year","Normal","55","Male","23","Playground","Single","Yes","4","Good","No","Yes","No","Friends","Yes","Maybe","Neutral","No","Yes","8"
"2021/01/30 11:58:22 PM GMT+6","4th year","Very good","92","Male","23","Department","Single","Yes","3","Good","No","Yes","Yes","Family","Yes","No","Yes","No","No","7"
"2021/01/30 11:58:24 PM GMT+6","4th year","Normal","60","Male","23","Department","Single","Yes","4","Good","No","No","No","Friends","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/30 11:58:29 PM GMT+6","4th year","Normal","65","Male","23","Hall-Mess","Single","No","5","Normal","Yes","Yes","Yes","Friends","Yes","Maybe","Yes","Yes","Yes","6"
"2021/01/30 11:58:31 PM GMT+6","4th year","Bad","33","Male","23","Hall-Mess","Single","No","3","Good","Yes","Yes","Yes","Friends","Yes","Maybe","Neutral","Yes","Yes","4"
"2021/01/30 11:58:33 PM GMT+6","4th year","Very bad","7","Male","23","Department","Single","No","1","Good","Yes","No","Yes","Family","Yes","No","Yes","Yes","Yes","7"
"2021/01/30 11:58:38 PM GMT+6","4th year","Good","82","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:58:40 PM GMT+6","4th year","Normal","57","Male","23","Playground","Single","Yes","3","Normal","Yes","No","Yes","Friends","Yes","No","Yes","Yes","Yes","7"
"2021/01/30 11:58:42 PM GMT+6","4th year","Very good","96","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Family","Yes","No","Yes","No","No","10"
"2021/01/30 11:58:44 PM GMT+6","4th year","Very bad","6","Male","23","Department","Single","Yes","1","Bad","Yes","No","Yes","Friends","Yes","Yes","No","Yes","Yes","5"
"2021/01/30 11:58:46 PM GMT+6","4th year","Very good","95","Male","23","Home","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:58:48 PM GMT+6","4th year","Good","72","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 11:58:53 PM GMT+6","4th year","Good","70","Male","23","Hall-Mess","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","7"
"2021/01/30 11:58:55 PM GMT+6","4th year","Very bad","14","Male","23","Department","Single","No","1","Good","Yes","No","No","Family","Yes","Maybe","Neutral","Yes","Yes","3"
"2021/01/30 11:59:00 PM GMT+6","4th year","Very good","97","Male","23","Department","Single","Yes","5","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","10"
"2021/01/30 11:59:05 PM GMT+6","4th year","Normal","54","Male","23","Hall-Mess","Single","No","5","Normal","Yes","No","Yes","Family","Yes","No","Yes","Yes","Yes","6"
"2021/01/30 11:59:10 PM GMT+6","4th year","Very good","98","Male","23","Department","Single","Yes","3","Normal","No","Yes","Yes","Friends","Yes","No","Yes","No","No","9"
"2021/01/30 11:59:15 PM GMT+6","4th year","Normal","60","Male","23","Hall-Mess","Single","Yes","5","Good","No","Yes","Yes","Friends","Yes","No","Yes","No","Yes","8"
"2021/01/30 11:59:20 PM GMT+6","4th year","Bad","38","Male","23","Playground","Single","Yes","3","Good","Yes","Yes","No","Family","Yes","Yes","Neutral","Yes","Yes","7"
"2021/01/30 11:59:25 PM GMT+6","4th year","Normal","51","Male","23","Playground","Single","No","4","Good","Yes","Yes","No","Family","Yes","Maybe","Neutral","Yes","Yes","6"
"2021/01/30 11:59:30 PM GMT+6","4th year","Normal","62","Male","23","Department","Single","Yes","4","Normal","Yes","No","No","Family","Yes","Maybe","Yes","Yes","No","8"
"2021/01/30 11:59:35 PM GMT+6","4th year","Good","81","Male","23","Hall-Mess","Single","Yes","3","Normal","No","No","Yes","Friends","Yes","No","Yes","No","No","8"
"2021/01/30 11:59:41 PM GMT+6","4th year","Very good","98","Male","23","Department","Single","Yes","4","Good","No","No","Yes","Friends","Yes","No","Neutral","No","No","8"
"2021/01/30 11:59:43 PM GMT+6","4th year","Very bad","14","Male","23","Department","Single","No","3","Good","Yes","Yes","Yes","Family","Yes","Maybe","No","No","No","7"
"2021/01/30 11:59:48 PM GMT+6","4th year","Good","74","Male","23","Department","Single","Yes","3","Normal","No","No","Yes","Family","Yes","No","Neutral","No","No","9"
"2021/01/30 11:59:53 PM GMT+6","4th year","Very good","92","Male","23","Hall-Mess","Single","Yes","4","Normal","No","Yes","Yes","Friends","Yes","No","Neutral","No","Yes","8"
"2021/01/30 11:59:55 PM GMT+6","4th year","Normal","67","Male","23","Home","Single","Yes","5","Normal","No","No","No","Family","Yes","No","Neutral","Yes","Yes","6"
"2021/01/30 11:59:57 PM GMT+6","4th year","Good","83","Male","23","Department","Single","Yes","4","Normal","No","No","Yes","Family","Yes","No","Yes","No","Yes","9"
"2021/01/30 11:59:59 PM GMT+6","4th year","Normal","55","Male","23","Hall-Mess","Single","Yes","5","Normal","Yes","Yes","No","Friends","Yes","No","Yes","Yes","No","7"
